algorithm,features,n_features,train_time,mem_max,f1,accuracy,roc_auc,confusion_matrix
"StackingClassifier(estimators=[('e1', DecisionTreeClassifier()),
                               ('e2',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learning_rate=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None)),
                               ('e3', RandomForestClassifier(n_jobs=-1))],
                   n_jobs=-1)","('4284', '4275', '4274', '4255', '4251', '4223', '4218', '4196', '4180', '4169', '4163', '4155', '4152', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3337', '3320', '3301', '3291', '3279', '3267', '3265', '3258', '3255', '3211', '3203', '3125', '3107', '3081', '3066', '3058', '3043', '3034', '3027', '3026', '3025', '3021', '2996', '2969', '2925', '2920', '2900', '2899', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2720', '2719', '2678', '2657', '2598', '2585', '2519', '2500', '2429', '2403', '2332', '2331', '2325', '2182', '2179', '2155', '2130', '2120', '2119', '2115', '2113', '2096', '2094', '2093', '2080', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1805', '1796', '1688', '1667', '1620', '1590', '1551', '1545', '1537', '1491', '1476', '1466', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1095', '1025', '998', '970', '965', '956', '916', '915', '907', '892', '851', '844', '818', '814', '813', '808', '798', '791', '743', '705', '701', '698', '666', '662', '641', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '487', '486', '482', '480', '433', '422', '419', '415', '406', '384', '380', '372', '363', '29', '8', 'Unnamed: 0')",192,208.0866221999995,2478.62109375,0.7920792079207922,0.8413098236775819,0.9008112679033877,"[[214  24]
 [ 39 120]]"
"StackingClassifier(estimators=[('e1', DecisionTreeClassifier()),
                               ('e2',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learning_rate=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None)),
                               ('e3', RandomForestClassifier(n_jobs=-1))],
                   n_jobs=-1)","('4275', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4155', '4152', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3884', '3848', '3847', '3846', '3845', '3835', '3829', '3785', '3780', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3337', '3320', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3058', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2996', '2972', '2969', '2925', '2920', '2900', '2899', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2719', '2711', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2363', '2332', '2331', '2325', '2322', '2182', '2179', '2130', '2120', '2119', '2115', '2113', '2096', '2094', '2093', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1667', '1620', '1590', '1551', '1545', '1537', '1491', '1482', '1476', '1466', '1449', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1095', '1025', '1012', '998', '970', '965', '956', '916', '915', '907', '902', '892', '851', '844', '818', '814', '813', '808', '798', '791', '743', '705', '701', '698', '666', '662', '641', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '487', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '380', '372', '363', '29', '8', 'Unnamed: 0')",199,253.7710634,2326.0234375,0.7909967845659165,0.836272040302267,0.9146847418212568,"[[209  29]
 [ 36 123]]"
"StackingClassifier(estimators=[('e1', DecisionTreeClassifier()),
                               ('e2',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learning_rate=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None)),
                               ('e3', RandomForestClassifier(n_jobs=-1))],
                   n_jobs=-1)","('4284', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3847', '3846', '3845', '3829', '3793', '3785', '3780', '3737', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3320', '3301', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3107', '3081', '3066', '3043', '3034', '3026', '3025', '3021', '2996', '2972', '2925', '2920', '2900', '2899', '2873', '2849', '2806', '2803', '2787', '2764', '2720', '2719', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2322', '2179', '2155', '2130', '2120', '2119', '2113', '2096', '2094', '2093', '2092', '2080', '2060', '1981', '1975', '1970', '1960', '1919', '1862', '1834', '1805', '1796', '1782', '1688', '1667', '1590', '1545', '1537', '1491', '1476', '1466', '1449', '1437', '1418', '1405', '1365', '1283', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1025', '1012', '998', '970', '965', '956', '915', '907', '902', '851', '844', '818', '813', '798', '743', '701', '698', '666', '662', '641', '623', '615', '599', '578', '565', '543', '540', '511', '487', '486', '482', '480', '433', '432', '422', '412', '406', '384', '372', '363', '29', '8', 'Unnamed: 0')",174,242.4638560000003,2623.3828125,0.7884615384615384,0.8337531486146096,0.9095845885524021,"[[208  30]
 [ 36 123]]"
DecisionTreeClassifier(),"('4284', '4275', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3320', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3066', '3043', '3034', '3027', '3026', '3025', '2996', '2972', '2969', '2920', '2900', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2719', '2711', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2429', '2403', '2363', '2332', '2325', '2322', '2182', '2179', '2155', '2130', '2120', '2119', '2115', '2113', '2096', '2094', '2093', '2092', '2080', '2060', '1993', '1981', '1975', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1688', '1667', '1620', '1590', '1551', '1545', '1537', '1491', '1482', '1476', '1466', '1449', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1095', '1025', '1012', '998', '970', '965', '956', '916', '915', '907', '902', '892', '851', '844', '818', '814', '813', '808', '798', '791', '743', '705', '701', '698', '666', '662', '641', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '487', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '380', '372', '363', '29', '8', 'Unnamed: 0')",201,12.854994799999986,2308.7265625,0.7884615384615384,0.8337531486146096,0.8237672427461551,"[[208  30]
 [ 36 123]]"
"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None,
              enable_categorical=False, eval_metric='mlogloss', gamma=None,
              gpu_id=None, importance_type=None, interaction_constraints=None,
              learning_rate=None, max_delta_step=None, max_depth=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              predictor=None, random_state=None, reg_alpha=None,
              reg_lambda=None, scale_pos_weight=None, subsample=None,
              tree_method=None, use_label_encoder=False,
              validate_parameters=None, verbosity=None)","('4284', '4275', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3337', '3320', '3301', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3058', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2996', '2972', '2969', '2925', '2920', '2900', '2899', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2720', '2719', '2711', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2429', '2403', '2363', '2332', '2331', '2325', '2322', '2182', '2179', '2155', '2130', '2120', '2119', '2115', '2113', '2096', '2094', '2093', '2092', '2080', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1688', '1667', '1620', '1590', '1551', '1545', '1537', '1491', '1482', '1476', '1466', '1449', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1095', '1025', '1012', '998', '970', '965', '956', '916', '915', '907', '902', '892', '851', '844', '818', '814', '813', '808', '798', '791', '743', '705', '701', '698', '666', '662', '641', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '487', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '380', '372', '363', '29', '8', 'Unnamed: 0')",213,85.72653160000004,2212.1015625,0.785234899328859,0.8387909319899244,0.9051186512340785,"[[216  22]
 [ 42 117]]"
"StackingClassifier(estimators=[('e1', DecisionTreeClassifier()),
                               ('e2',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learning_rate=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None)),
                               ('e3', RandomForestClassifier(n_jobs=-1))],
                   n_jobs=-1)","('4284', '4275', '4255', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3829', '3785', '3737', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3320', '3301', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '2996', '2972', '2925', '2900', '2899', '2873', '2849', '2806', '2803', '2787', '2764', '2719', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2429', '2403', '2363', '2332', '2331', '2325', '2322', '2179', '2155', '2130', '2120', '2119', '2113', '2096', '2094', '2093', '2092', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1688', '1667', '1620', '1590', '1551', '1545', '1537', '1491', '1482', '1476', '1466', '1437', '1435', '1418', '1405', '1365', '1270', '1218', '1194', '1178', '1150', '1095', '1025', '1012', '998', '970', '965', '956', '915', '907', '902', '892', '851', '818', '814', '808', '798', '743', '705', '701', '698', '666', '662', '615', '599', '565', '543', '540', '511', '498', '487', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '380', '372', '363', '29', '8', 'Unnamed: 0')",178,307.99970959999973,2560.9140625,0.7848101265822786,0.8287153652392947,0.9056735901907932,"[[205  33]
 [ 35 124]]"
"StackingClassifier(estimators=[('e1', DecisionTreeClassifier()),
                               ('e2',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learning_rate=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None)),
                               ('e3', RandomForestClassifier(n_jobs=-1))],
                   n_jobs=-1)","('4284', '4275', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3337', '3320', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3058', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2996', '2972', '2969', '2925', '2920', '2900', '2899', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2719', '2711', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2363', '2332', '2331', '2325', '2322', '2182', '2179', '2130', '2120', '2119', '2115', '2113', '2096', '2094', '2093', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1667', '1620', '1590', '1551', '1545', '1537', '1491', '1482', '1476', '1466', '1449', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1095', '1025', '1012', '998', '970', '965', '956', '916', '915', '907', '902', '892', '851', '844', '818', '814', '813', '808', '798', '791', '743', '705', '701', '698', '666', '662', '641', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '487', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '380', '372', '363', '29', '8', 'Unnamed: 0')",205,263.8251454000001,2356.2421875,0.7843137254901962,0.8337531486146096,0.9163099201944929,"[[211  27]
 [ 39 120]]"
RandomForestClassifier(n_jobs=-1),"('4284', '4275', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3337', '3320', '3301', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3058', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2996', '2972', '2969', '2925', '2920', '2900', '2899', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2720', '2719', '2711', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2429', '2403', '2363', '2332', '2331', '2325', '2322', '2182', '2179', '2155', '2130', '2120', '2119', '2115', '2113', '2096', '2094', '2093', '2092', '2080', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1688', '1667', '1620', '1590', '1551', '1545', '1537', '1491', '1482', '1476', '1466', '1449', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1095', '1025', '1012', '998', '970', '965', '956', '916', '915', '907', '902', '892', '851', '844', '818', '814', '813', '808', '798', '791', '743', '705', '701', '698', '666', '662', '641', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '487', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '380', '372', '363', '29', '8', 'Unnamed: 0')",213,163.05886219999996,1976.921875,0.7828947368421052,0.8337531486146096,0.9141033771999365,"[[212  26]
 [ 40 119]]"
"StackingClassifier(estimators=[('e1', DecisionTreeClassifier()),
                               ('e2',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learning_rate=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None)),
                               ('e3', RandomForestClassifier(n_jobs=-1))],
                   n_jobs=-1)","('4284', '4275', '4255', '4223', '4218', '4196', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3301', '3291', '3279', '3267', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2996', '2972', '2925', '2900', '2899', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2720', '2719', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2429', '2363', '2332', '2331', '2325', '2322', '2179', '2155', '2130', '2120', '2119', '2115', '2113', '2096', '2094', '2093', '2080', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1852', '1834', '1805', '1796', '1782', '1688', '1667', '1620', '1551', '1537', '1491', '1482', '1476', '1466', '1437', '1435', '1418', '1405', '1365', '1355', '1270', '1244', '1218', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '965', '956', '915', '907', '902', '892', '851', '844', '814', '813', '808', '798', '743', '701', '698', '666', '662', '641', '635', '615', '599', '578', '565', '543', '511', '498', '487', '486', '482', '480', '433', '422', '419', '415', '412', '406', '384', '380', '372', '363', '8', 'Unnamed: 0')",179,202.87151540000013,2544.44140625,0.7803278688524591,0.8312342569269522,0.8998070926483802,"[[211  27]
 [ 40 119]]"
"StackingClassifier(estimators=[('e1', DecisionTreeClassifier()),
                               ('e2',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learning_rate=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None)),
                               ('e3', RandomForestClassifier(n_jobs=-1))],
                   n_jobs=-1)","('4284', '4275', '4274', '4255', '4251', '4223', '4196', '4195', '4180', '4169', '4155', '4152', '4135', '4029', '4016', '4015', '3968', '3964', '3897', '3896', '3890', '3884', '3848', '3847', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3337', '3320', '3301', '3291', '3279', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3058', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2996', '2969', '2925', '2920', '2900', '2899', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2720', '2719', '2711', '2678', '2657', '2598', '2585', '2519', '2500', '2429', '2403', '2363', '2332', '2331', '2325', '2322', '2182', '2179', '2155', '2120', '2119', '2115', '2113', '2096', '2094', '2093', '2092', '2080', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1667', '1620', '1590', '1551', '1537', '1491', '1482', '1476', '1466', '1449', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1244', '1194', '1181', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '965', '956', '916', '915', '902', '892', '844', '818', '814', '813', '808', '798', '791', '743', '705', '701', '698', '666', '662', '641', '635', '623', '615', '578', '565', '551', '543', '540', '511', '487', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '372', '363', '29', '8', 'Unnamed: 0')",191,195.8505298,2514.9609375,0.7788778877887788,0.8312342569269522,0.9046958406003912,"[[212  26]
 [ 41 118]]"
HistGradientBoostingClassifier(),"('4284', '4275', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3337', '3320', '3301', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3058', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2996', '2972', '2969', '2925', '2920', '2900', '2899', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2720', '2719', '2711', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2429', '2403', '2363', '2332', '2331', '2325', '2322', '2182', '2179', '2155', '2130', '2120', '2119', '2115', '2113', '2096', '2094', '2093', '2092', '2080', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1688', '1667', '1620', '1590', '1551', '1545', '1537', '1491', '1482', '1476', '1466', '1449', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1095', '1025', '1012', '998', '970', '965', '956', '916', '915', '907', '902', '892', '851', '844', '818', '814', '813', '808', '798', '791', '743', '705', '701', '698', '666', '662', '641', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '487', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '380', '372', '363', '29', '8', 'Unnamed: 0')",213,478.0170568,2252.171875,0.7785234899328859,0.8337531486146096,0.9023439564505048,"[[215  23]
 [ 43 116]]"
DecisionTreeClassifier(),"('4284', '4275', '4274', '4255', '4223', '4218', '4196', '4195', '4180', '4169', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3337', '3320', '3301', '3291', '3279', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3058', '3042', '3034', '3027', '3026', '3025', '3021', '2996', '2972', '2925', '2920', '2900', '2899', '2849', '2828', '2806', '2803', '2787', '2764', '2720', '2719', '2711', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2429', '2403', '2363', '2332', '2331', '2325', '2322', '2182', '2179', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2080', '2060', '1993', '1981', '1975', '1960', '1919', '1862', '1852', '1805', '1796', '1782', '1688', '1667', '1620', '1590', '1551', '1545', '1537', '1491', '1482', '1476', '1466', '1449', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1095', '1025', '1012', '998', '970', '965', '956', '916', '915', '907', '902', '892', '851', '844', '818', '814', '813', '808', '798', '791', '743', '701', '666', '662', '641', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '487', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '380', '372', '29', '8', 'Unnamed: 0')",197,13.277614299999868,2259.71875,0.7784810126582279,0.8236775818639799,0.8153638814016173,"[[204  34]
 [ 36 123]]"
AdaBoostClassifier(),"('4284', '4275', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3337', '3320', '3301', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3058', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2996', '2972', '2969', '2925', '2920', '2900', '2899', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2720', '2719', '2711', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2429', '2403', '2363', '2332', '2331', '2325', '2322', '2182', '2179', '2155', '2130', '2120', '2119', '2115', '2113', '2096', '2094', '2093', '2092', '2080', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1688', '1667', '1620', '1590', '1551', '1545', '1537', '1491', '1482', '1476', '1466', '1449', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1095', '1025', '1012', '998', '970', '965', '956', '916', '915', '907', '902', '892', '851', '844', '818', '814', '813', '808', '798', '791', '743', '705', '701', '698', '666', '662', '641', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '487', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '380', '372', '363', '29', '8', 'Unnamed: 0')",213,22.378674999999987,1943.265625,0.7770270270270269,0.8337531486146096,0.9011151630463506,"[[216  22]
 [ 44 115]]"
