algorithm,features,n_features,train_time,mem_max,roc_auc,f1,accuracy,confusion_matrix
"VotingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                             ('e2',
                              XGBClassifier(base_score=None, booster=None,
                                            colsample_bylevel=None,
                                            colsample_bynode=None,
                                            colsample_bytree=None,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=None,
                                            gpu_id=None, importance_type=None,
                                            interaction_constraints=None,
                                            learning_rate=None,
                                            max_delta_step=None, max_depth=None,
                                            min_child_weight=None, missing=nan,
                                            monotone_constraints=None,
                                            n_estimators=100, n_jobs=None,
                                            num_parallel_tree=None,
                                            predictor=None, random_state=None,
                                            reg_alpha=None, reg_lambda=None,
                                            scale_pos_weight=None,
                                            subsample=None, tree_method=None,
                                            use_label_encoder=False,
                                            validate_parameters=None,
                                            verbosity=None)),
                             ('e3', SVC(probability=True))],
                 n_jobs=-1)","('4275', '4274', '4255', '4253', '4251', '4247', '4218', '4195', '4180', '4169', '4163', '4135', '3968', '3902', '3897', '3892', '3890', '3884', '3846', '3845', '3835', '3806', '3793', '3781', '3737', '3721', '3720', '3719', '3680', '3653', '3611', '3559', '3530', '3519', '3337', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3027', '3026', '3021', '2969', '2920', '2900', '2872', '2828', '2787', '2764', '2719', '2657', '2598', '2519', '2429', '2363', '2332', '2325', '2182', '2155', '2153', '2130', '2119', '2115', '2096', '2094', '2093', '2092', '2045', '1993', '1981', '1960', '1919', '1862', '1852', '1834', '1796', '1688', '1667', '1628', '1551', '1537', '1482', '1466', '1437', '1418', '1405', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '699', '675', '666', '644', '623', '615', '599', '565', '551', '543', '540', '511', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', 'Unnamed: 0')",149,95.89457619999848,2636.65625,0.9420220918556103,0.8155339805825242,0.8564231738035264,"[[214  24]
 [ 33 126]]"
"VotingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                             ('e2',
                              XGBClassifier(base_score=None, booster=None,
                                            colsample_bylevel=None,
                                            colsample_bynode=None,
                                            colsample_bytree=None,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=None,
                                            gpu_id=None, importance_type=None,
                                            interaction_constraints=None,
                                            learning_rate=None,
                                            max_delta_step=None, max_depth=None,
                                            min_child_weight=None, missing=nan,
                                            monotone_constraints=None,
                                            n_estimators=100, n_jobs=None,
                                            num_parallel_tree=None,
                                            predictor=None, random_state=None,
                                            reg_alpha=None, reg_lambda=None,
                                            scale_pos_weight=None,
                                            subsample=None, tree_method=None,
                                            use_label_encoder=False,
                                            validate_parameters=None,
                                            verbosity=None)),
                             ('e3', SVC(probability=True))],
                 n_jobs=-1)","('4275', '4255', '4253', '4251', '4247', '4223', '4195', '4180', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3530', '3430', '3417', '3337', '3320', '3267', '3265', '3214', '3211', '3145', '3143', '3125', '3124', '3081', '3043', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2828', '2787', '2764', '2720', '2719', '2657', '2596', '2519', '2429', '2403', '2332', '2331', '2325', '2182', '2179', '2155', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2060', '2051', '2045', '1993', '1981', '1960', '1919', '1862', '1852', '1834', '1796', '1782', '1736', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1437', '1435', '1398', '1365', '1355', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '946', '916', '915', '907', '902', '851', '844', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '635', '623', '615', '599', '578', '551', '543', '540', '511', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",165,115.95868969999992,2534.921875,0.9417578352095555,0.8193548387096774,0.8589420654911839,"[[214  24]
 [ 32 127]]"
"VotingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                             ('e2',
                              XGBClassifier(base_score=None, booster=None,
                                            colsample_bylevel=None,
                                            colsample_bynode=None,
                                            colsample_bytree=None,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=None,
                                            gpu_id=None, importance_type=None,
                                            interaction_constraints=None,
                                            learning_rate=None,
                                            max_delta_step=None, max_depth=None,
                                            min_child_weight=None, missing=nan,
                                            monotone_constraints=None,
                                            n_estimators=100, n_jobs=None,
                                            num_parallel_tree=None,
                                            predictor=None, random_state=None,
                                            reg_alpha=None, reg_lambda=None,
                                            scale_pos_weight=None,
                                            subsample=None, tree_method=None,
                                            use_label_encoder=False,
                                            validate_parameters=None,
                                            verbosity=None)),
                             ('e3', SVC(probability=True))],
                 n_jobs=-1)","('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '3968', '3897', '3892', '3890', '3884', '3846', '3845', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3611', '3559', '3530', '3519', '3430', '3411', '3337', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3042', '3027', '3026', '3025', '3021', '2969', '2920', '2900', '2873', '2872', '2849', '2828', '2787', '2764', '2719', '2657', '2598', '2519', '2429', '2363', '2332', '2325', '2182', '2155', '2153', '2130', '2119', '2115', '2096', '2094', '2093', '2092', '2045', '1993', '1981', '1960', '1919', '1862', '1852', '1834', '1796', '1782', '1688', '1667', '1628', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1232', '1210', '1194', '1178', '1150', '1095', '1012', '998', '970', '916', '907', '902', '851', '818', '808', '791', '719', '705', '699', '666', '644', '623', '615', '599', '565', '551', '543', '540', '511', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', 'Unnamed: 0')",153,88.4810066,2321.3125,0.94144072723429,0.8316831683168316,0.871536523929471,"[[220  18]
 [ 33 126]]"
"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None,
              enable_categorical=False, eval_metric='mlogloss', gamma=None,
              gpu_id=None, importance_type=None, interaction_constraints=None,
              learning_rate=None, max_delta_step=None, max_depth=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              predictor=None, random_state=None, reg_alpha=None,
              reg_lambda=None, scale_pos_weight=None, subsample=None,
              tree_method=None, use_label_encoder=False,
              validate_parameters=None, verbosity=None)","('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",197,106.59220779999987,2177.84765625,0.9409386396067861,0.8266666666666667,0.8690176322418136,"[[221  17]
 [ 35 124]]"
RandomForestClassifier(n_jobs=-1),"('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1178', '1150', '1148', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",194,142.9257886000005,2679.16015625,0.940753659954548,0.8376623376623376,0.8740554156171285,"[[218  20]
 [ 30 129]]"
RandomForestClassifier(n_jobs=-1),"('4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1194', '1178', '1150', '1148', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '662', '644', '635', '623', '599', '578', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '8', 'Unnamed: 0')",190,187.67867130000013,2694.7265625,0.9406611701284286,0.8344370860927153,0.8740554156171285,"[[221  17]
 [ 33 126]]"
"VotingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                             ('e2',
                              XGBClassifier(base_score=None, booster=None,
                                            colsample_bylevel=None,
                                            colsample_bynode=None,
                                            colsample_bytree=None,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=None,
                                            gpu_id=None, importance_type=None,
                                            interaction_constraints=None,
                                            learning_rate=None,
                                            max_delta_step=None, max_depth=None,
                                            min_child_weight=None, missing=nan,
                                            monotone_constraints=None,
                                            n_estimators=100, n_jobs=None,
                                            num_parallel_tree=None,
                                            predictor=None, random_state=None,
                                            reg_alpha=None, reg_lambda=None,
                                            scale_pos_weight=None,
                                            subsample=None, tree_method=None,
                                            use_label_encoder=False,
                                            validate_parameters=None,
                                            verbosity=None)),
                             ('e3', SVC(probability=True))],
                 n_jobs=-1)","('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3720', '3719', '3695', '3680', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3145', '3143', '3125', '3124', '3122', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1479', '1437', '1435', '1418', '1405', '1398', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1148', '1095', '1025', '1012', '998', '946', '916', '915', '907', '902', '851', '844', '818', '814', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",180,124.03598479999982,2373.80859375,0.939511653718091,0.8106312292358804,0.8564231738035264,"[[218  20]
 [ 37 122]]"
RandomForestClassifier(n_jobs=-1),"('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2325', '2182', '2179', '2155', '2153', '2130', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1981', '1970', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1620', '1601', '1590', '1551', '1537', '1479', '1466', '1437', '1418', '1405', '1398', '1377', '1365', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",187,159.3389685000002,2514.3359375,0.9391945457428255,0.8311688311688312,0.8690176322418136,"[[217  21]
 [ 31 128]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learning_rate=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None)),
                               ('e3', SVC(probability=True))],
                   n_jobs=-1)","('4275', '4274', '4255', '4253', '4251', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3559', '3530', '3430', '3417', '3411', '3337', '3320', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3122', '3107', '3081', '3066', '3042', '3034', '3027', '3026', '3025', '2972', '2969', '2925', '2920', '2900', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2179', '2153', '2130', '2115', '2096', '2093', '2092', '2080', '2060', '2051', '2045', '1981', '1970', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1667', '1620', '1601', '1590', '1551', '1537', '1479', '1466', '1418', '1405', '1398', '1377', '1365', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '701', '699', '698', '675', '662', '644', '635', '623', '615', '599', '578', '565', '551', '540', '511', '498', '433', '422', '384', '363', '157', '29', '8', 'Unnamed: 0')",165,421.5481543999995,2588.48828125,0.9370540669097828,0.8424437299035369,0.8765743073047859,"[[217  21]
 [ 28 131]]"
SVC(probability=True),"('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",197,84.3756499000001,1768.6015625,0.9366048306114898,0.8380952380952382,0.871536523929471,"[[214  24]
 [ 27 132]]"
GradientBoostingClassifier(),"('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",197,32.372995400000036,2174.3828125,0.9365916177791872,0.8056537102473498,0.8614609571788413,"[[228  10]
 [ 45 114]]"
SVC(probability=True),"('4275', '4274', '4255', '4253', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2093', '2092', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '791', '719', '705', '699', '698', '675', '666', '662', '644', '635', '623', '615', '578', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', 'Unnamed: 0')",183,65.75939709999966,2320.67578125,0.9349400137413455,0.8264984227129338,0.8614609571788413,"[[211  27]
 [ 28 131]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learning_rate=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None)),
                               ('e3', SVC(probability=True))],
                   n_jobs=-1)","('4275', '4274', '4255', '4253', '4223', '4195', '4180', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3845', '3806', '3793', '3781', '3780', '3737', '3721', '3719', '3695', '3680', '3640', '3611', '3530', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2657', '2596', '2429', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '1993', '1970', '1960', '1919', '1915', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1025', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '798', '719', '705', '701', '698', '675', '662', '644', '635', '623', '615', '599', '578', '551', '543', '511', '498', '422', '412', '384', '363', '157', '29', '8', 'Unnamed: 0')",158,538.0857983999995,2660.10546875,0.933988689815549,0.8360128617363344,0.871536523929471,"[[216  22]
 [ 29 130]]"
HistGradientBoostingClassifier(),"('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",197,504.41912170000023,2200.703125,0.92964166798795,0.8181818181818182,0.8589420654911839,"[[215  23]
 [ 33 126]]"
