algorithm,features,n_features,train_time,mem_max,accuracy,roc_auc,f1,confusion_matrix
"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None,
              enable_categorical=False, eval_metric='mlogloss', gamma=None,
              gpu_id=None, importance_type=None, interaction_constraints=None,
              learning_rate=None, max_delta_step=None, max_depth=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              predictor=None, random_state=None, reg_alpha=None,
              reg_lambda=None, scale_pos_weight=None, subsample=None,
              tree_method=None, use_label_encoder=False,
              validate_parameters=None, verbosity=None)","('4298', '4284', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4147', '4135', '4042', '4029', '4015', '3902', '3897', '3892', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2873', '2872', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2322', '2270', '2182', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1738', '1736', '1688', '1671', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '915', '902', '851', '844', '818', '813', '808', '798', '791', '735', '701', '693', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '486', '480', '432', '422', '419', '415', '412', '406', '386', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",207,85.72826200000009,2430.0078125,0.8488664987405542,0.9125971143174252,0.7972972972972971,"[[219  19]
 [ 41 118]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2', GradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learn...te=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None))],
                   n_jobs=-1)","('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2500', '2403', '2363', '2332', '2331', '2325', '2322', '2182', '2179', '2155', '2130', '2120', '2119', '2115', '2113', '2093', '2060', '2051', '1993', '1989', '1981', '1975', '1970', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '701', '693', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '384', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",215,307.9783986000002,2729.4609375,0.8488664987405542,0.9176708419216744,0.7986577181208053,"[[218  20]
 [ 40 119]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2', GradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learn...te=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None))],
                   n_jobs=-1)","('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '3984', '3902', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3721', '3720', '3719', '3680', '3653', '3611', '3530', '3451', '3430', '3417', '3414', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3122', '3107', '3081', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2872', '2828', '2806', '2787', '2720', '2719', '2678', '2657', '2618', '2598', '2596', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2322', '2270', '2268', '2182', '2179', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1537', '1531', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '916', '915', '907', '851', '844', '818', '813', '808', '798', '735', '701', '693', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '422', '419', '412', '406', '386', '384', '368', '363', '157', '24', '8', 'Unnamed: 0')",198,336.4495729999999,2644.828125,0.8488664987405542,0.9154378732625127,0.7972972972972971,"[[219  19]
 [ 41 118]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2', GradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learn...te=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None))],
                   n_jobs=-1)","('4298', '4274', '4267', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4147', '4135', '4029', '3902', '3897', '3892', '3884', '3847', '3846', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3530', '3451', '3430', '3417', '3411', '3337', '3291', '3265', '3258', '3255', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3040', '3034', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2618', '2596', '2585', '2519', '2500', '2403', '2363', '2332', '2325', '2270', '2182', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2060', '2051', '1989', '1981', '1978', '1975', '1970', '1962', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1551', '1545', '1537', '1531', '1486', '1466', '1449', '1437', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1027', '1012', '946', '916', '915', '907', '902', '851', '844', '818', '813', '798', '791', '735', '701', '693', '666', '662', '643', '635', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '422', '419', '415', '412', '406', '386', '384', '380', '368', '363', '157', '29', '24', 'Unnamed: 0')",191,311.97533639999983,2502.14453125,0.8488664987405542,0.9037841551715026,0.7945205479452053,"[[221  17]
 [ 43 116]]"
"VotingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                             ('e2', GradientBoostingClassifier()),
                             ('e3',
                              XGBClassifier(base_score=None, booster=None,
                                            colsample_bylevel=None,
                                            colsample_bynode=None,
                                            colsample_bytree=None,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=None,
                                            gpu_id=None, importance_type=None,
                                            interaction_constraints=None,
                                            learnin...te=None,
                                            max_delta_step=None, max_depth=None,
                                            min_child_weight=None, missing=nan,
                                            monotone_constraints=None,
                                            n_estimators=100, n_jobs=None,
                                            num_parallel_tree=None,
                                            predictor=None, random_state=None,
                                            reg_alpha=None, reg_lambda=None,
                                            scale_pos_weight=None,
                                            subsample=None, tree_method=None,
                                            use_label_encoder=False,
                                            validate_parameters=None,
                                            verbosity=None))],
                 n_jobs=-1)","('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3337', '3291', '3267', '3265', '3258', '3255', '3211', '3201', '3145', '3143', '3081', '3066', '3058', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2900', '2884', '2876', '2872', '2828', '2806', '2787', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2500', '2363', '2332', '2331', '2325', '2322', '2270', '2268', '2182', '2179', '2155', '2153', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1565', '1551', '1545', '1537', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1279', '1270', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '916', '915', '907', '851', '844', '818', '813', '798', '791', '735', '701', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '384', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",199,78.18870489999972,2473.00390625,0.8488664987405542,0.9091221394218064,0.7931034482758621,"[[222  16]
 [ 44 115]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2', GradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learn...te=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None))],
                   n_jobs=-1)","('4298', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3781', '3780', '3721', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3025', '3021', '2972', '2925', '2920', '2900', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2596', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2322', '2270', '2268', '2182', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2093', '2092', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1667', '1656', '1639', '1620', '1590', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1435', '1365', '1355', '1279', '1270', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '916', '915', '907', '902', '851', '844', '818', '798', '791', '735', '693', '662', '643', '635', '615', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '432', '422', '419', '412', '406', '386', '384', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",194,335.4715619999988,2648.94140625,0.8463476070528967,0.9162438560329792,0.7918088737201364,"[[220  18]
 [ 43 116]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2', GradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learn...te=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None))],
                   n_jobs=-1)","('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3897', '3892', '3890', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3611', '3574', '3530', '3451', '3417', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '2972', '2925', '2920', '2900', '2884', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2596', '2585', '2519', '2500', '2403', '2363', '2331', '2325', '2322', '2270', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2092', '2060', '2051', '1993', '1981', '1978', '1975', '1970', '1960', '1936', '1919', '1904', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1688', '1671', '1667', '1656', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '701', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '540', '522', '511', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '384', '380', '368', '363', '157', '29', '8', 'Unnamed: 0')",202,341.9422092999994,2604.22265625,0.8463476070528967,0.9030970878917604,0.7874564459930313,"[[223  15]
 [ 46 113]]"
"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None,
              enable_categorical=False, eval_metric='mlogloss', gamma=None,
              gpu_id=None, importance_type=None, interaction_constraints=None,
              learning_rate=None, max_delta_step=None, max_depth=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              predictor=None, random_state=None, reg_alpha=None,
              reg_lambda=None, scale_pos_weight=None, subsample=None,
              tree_method=None, use_label_encoder=False,
              validate_parameters=None, verbosity=None)","('4298', '4284', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4147', '4135', '4042', '4029', '4015', '3902', '3897', '3892', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2828', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2322', '2270', '2182', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1738', '1736', '1688', '1671', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '915', '902', '851', '844', '818', '813', '808', '798', '791', '735', '701', '693', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '486', '480', '432', '422', '419', '415', '412', '406', '386', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",206,76.12412730000005,2503.12109375,0.8463476070528967,0.904550499445061,0.7859649122807018,"[[224  14]
 [ 47 112]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2', GradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learn...te=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None))],
                   n_jobs=-1)","('4298', '4284', '4274', '4267', '4255', '4253', '4223', '4196', '4195', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3081', '3066', '3058', '3045', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2270', '2268', '2182', '2179', '2155', '2153', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '946', '916', '915', '907', '902', '851', '844', '818', '813', '798', '791', '735', '701', '693', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",211,322.31061690000206,2820.859375,0.8463476070528967,0.9137598435600656,0.7986798679867987,"[[215  23]
 [ 38 121]]"
"VotingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                             ('e2', GradientBoostingClassifier()),
                             ('e3',
                              XGBClassifier(base_score=None, booster=None,
                                            colsample_bylevel=None,
                                            colsample_bynode=None,
                                            colsample_bytree=None,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=None,
                                            gpu_id=None, importance_type=None,
                                            interaction_constraints=None,
                                            learnin...te=None,
                                            max_delta_step=None, max_depth=None,
                                            min_child_weight=None, missing=nan,
                                            monotone_constraints=None,
                                            n_estimators=100, n_jobs=None,
                                            num_parallel_tree=None,
                                            predictor=None, random_state=None,
                                            reg_alpha=None, reg_lambda=None,
                                            scale_pos_weight=None,
                                            subsample=None, tree_method=None,
                                            use_label_encoder=False,
                                            validate_parameters=None,
                                            verbosity=None))],
                 n_jobs=-1)","('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2332', '2331', '2322', '2270', '2268', '2182', '2179', '2155', '2153', '2120', '2115', '2094', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1482', '1466', '1449', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1161', '1150', '1095', '1027', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '701', '693', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '384', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",215,75.9350856000001,2490.17578125,0.8463476070528967,0.9254267744833784,0.7874564459930313,"[[223  15]
 [ 46 113]]"
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2', GradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learn...te=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None))],
                   n_jobs=-1)","('4298', '4284', '4274', '4267', '4255', '4253', '4223', '4196', '4195', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3081', '3066', '3058', '3045', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2270', '2268', '2182', '2179', '2155', '2153', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1551', '1531', '1466', '1437', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '693', '666', '662', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",205,291.5839544999999,2749.40234375,0.8463476070528967,0.9146186776597431,0.7959866220735785,"[[217  21]
 [ 40 119]]"
